"velo","horz_break","vert_break","spin_rate"
85.8,-0.9866,0.9142,1723
99.7,-0.7355,1.3679,2306
87.4,-1.1956,0.6711,1839
85.4,-1.0992,0.7683,1710
88.8,0.829,-0.2758,2994
87.7,1.0032,-0.3425,2992
97.4,-0.6826,1.5061,2296
85.7,-1.2569,0.8303,1679
100,-0.6209,1.733,2501
89,0.8684,-0.1313,2866
89.8,1.1794,-0.1561,2939
99.9,-0.4046,1.5769,2388
99.2,-0.592,1.5018,2328
88.8,-0.9475,1.0948,1743
88.3,1.1431,-0.1764,NA
86.8,1.2184,-0.2002,3028
86.9,-0.9406,0.903,1667
85.5,-0.7192,1.1722,1698
87.3,1.4112,-0.0308,3060
88.2,1.0524,-0.1842,3014
97.8,-0.3442,1.5424,2505
86.1,-0.7686,1.2386,1695
86.9,0.9589,-0.3788,985
99.2,-0.5068,1.455,2415
98.2,-0.3496,1.5696,2454
88.2,-0.9751,0.832,1614
87.9,0.8916,-0.3453,3140
90.8,1.1127,-0.057,NA
87.5,1.1782,-0.3894,3101
90.3,0.8641,-0.3359,NA
98.7,-0.5895,1.3341,2346
99.2,-0.4744,1.3953,2503
98.3,-0.7576,1.3513,2434
88.6,1.1022,-0.2168,2889
87.4,-0.9697,1.262,1748
88,1.2799,0.0953,3050
89.1,0.6689,-0.1823,2728
86.9,-1.2222,0.6759,1674
97.9,-0.6471,1.3808,2441
93.4,0.375,0.3252,2649
86.8,1.0634,-0.0307,3121
88.5,1.0246,-0.0991,2913
97.4,-0.628,1.5551,2538
88.1,-0.7398,1.1271,1798
91.2,0.8146,0.0723,NA
89.9,-1.1573,0.7652,1776
87,1.2471,-0.0756,3037
98.5,-0.5843,1.4172,2458
88.6,-1.3073,0.6142,1762
97.3,-0.6012,1.6021,2560
98.2,-0.6462,1.4631,2499
85,1.0727,-0.4561,3085
96.5,-0.6079,1.749,2474
99,-0.2874,1.5567,2417
88.3,0.944,0.0351,3050
89.3,0.7868,0.1269,NA
98.3,-0.6796,1.6639,2486
98.6,-0.2923,1.6246,2478
89.3,0.9566,-0.4427,NA
96.7,-0.4705,1.4674,2319
87.5,1.5097,-0.5595,3033
98.5,-0.6152,1.467,2457
89.7,1.0293,-0.3926,3041
89.4,-0.9307,0.8053,1652
98.9,-0.5464,1.4698,2495
86.4,-1.0652,0.9201,1648
87.6,0.8768,-0.5011,2823
88.7,1.1782,-0.362,NA
98.5,-0.6233,1.4809,2499
89.3,0.7965,-0.4429,2962
88.9,0.7784,-0.3473,2927
86.9,-0.755,1.0004,1720
85.1,-0.8191,0.9161,1704
98.7,-0.703,1.6028,2376
98.4,-0.3854,1.3723,2435
89.6,0.72,0.0208,NA
89.4,0.8701,-0.1751,NA
96.9,-0.6365,1.4562,2378
98,-0.5377,1.3136,2420
89.8,-0.8538,0.921,1753
98.7,-0.496,1.2762,2368
98.6,-0.5569,1.5737,2403
98.4,-0.613,1.5539,2395
97.2,-0.3453,1.5222,2500
97.3,-0.7072,1.2332,2360
96.7,-0.7322,1.3824,2360
89.8,0.4622,-0.034,NA
99.4,-0.9657,1.399,2427
97.9,-0.8254,1.3704,2409
98.8,-0.8002,1.3421,2420
98.4,-0.816,1.3698,2406
98.4,-0.7196,1.4133,2393
89.6,0.5904,0.1162,2729
98.6,-0.6494,1.3213,2348
99.7,-0.8122,1.3417,2569
98.5,-0.967,1.2433,2311
99.2,-1.0201,1.2752,2435
98.5,-0.7628,1.4928,2427
90.3,0.5707,0.0862,2881
98.8,-0.4057,1.3999,2490
87.7,-1.0433,0.921,1709
99.4,-0.5585,1.4708,2493
99.8,-0.7489,1.3949,2430
98.6,-0.8581,1.221,2254
89.9,0.6406,-0.3956,NA
89.3,0.4394,-0.0369,1451
98.7,-0.857,1.2947,2372
88.6,0.8416,-0.3107,2947
96.7,-1.0575,1.1379,2312
89.7,0.6724,-0.1037,3020
89.3,0.5129,-0.0283,NA
89.7,0.5425,-0.0268,2661
97.5,-0.6438,1.3339,2227
88.7,0.4638,0.0526,NA
90.4,0.731,0.1085,NA
98.4,-0.5311,1.3477,2336
97.9,-0.7748,1.3936,2337
97,-0.7503,1.4273,2357
97.1,-0.5843,1.3752,2304
88.7,-1.0835,0.7284,1675
98.9,-0.7775,1.4058,2460
85.7,-1.2175,0.9644,1645
99.3,-0.7788,1.2653,2416
87.5,-0.8308,0.8259,1550
87.1,-0.9751,0.829,1550
89.2,0.4281,-0.1015,NA
98.5,-0.8487,1.1965,2364
89,-0.9469,0.8779,1721
87.4,0.6706,-0.227,2991
90.6,0.2894,0.1709,2650
99.5,-0.6616,1.2684,2613
98.4,-0.2894,1.2411,2375
96.3,-0.5837,1.1987,2297
87.8,0.8204,-0.1115,2948
98.6,-0.5518,1.522,2460
98.7,-0.8047,1.3516,2406
87.2,1.0601,-0.5084,3096
98.8,-0.662,1.2606,2482
88.3,1.0182,-0.3255,3110
88.6,0.756,-0.1773,3085
90.2,-1.136,0.8825,1618
89.8,-1.0223,1.0768,1733
99.4,-0.5888,1.358,2512
98.4,-0.5555,1.3424,2337
99.3,-0.3958,1.4086,2394
88.7,0.742,-0.1493,3004
99,-0.7418,1.0385,2297
89.3,-0.9332,0.9146,1496
89.6,-0.9738,0.7956,1684
98.1,-0.9712,1.349,2472
90.2,-1.2829,0.2739,3106
89.3,0.8609,-0.3025,3048
99.1,-0.5187,1.2532,2493
100.2,-0.5367,1.3742,2445
99.9,-0.5315,1.2409,2457
89.4,0.6129,-0.0796,2832
86.6,0.7496,-0.1499,2918
89.2,0.8258,-0.2899,2911
98,-0.8418,1.2904,2402
87.4,1.2645,0.05,3017
97.7,-0.7493,1.3403,2480
98.7,-1.0573,1.2457,2370
99.5,-0.8023,1.2553,2264
88.7,-1.0626,0.8378,1573
99.2,-0.8476,1.275,2422
88.4,0.6337,0.0848,2794
98.5,-0.8904,1.2533,2371
97.7,-1.0028,1.2444,2277
98.9,-0.7804,1.4191,2510
89.2,0.809,-0.345,3033
89.7,0.4013,0.3823,NA
96.6,-0.2867,1.3477,2297
87.6,0.3668,0.0074,NA
86.8,0.9762,-0.5955,2855
87.3,0.7201,-0.3457,2804
98.7,-0.6247,1.1928,2324
97.6,-0.5933,1.2037,2397
87.9,0.9618,-0.4336,NA
96.9,-0.6566,1.0651,2378
90,-1.0871,0.6631,1691
88.5,0.46,-0.1127,2744
98,-0.7692,1.1958,2432
89.7,-0.8917,0.9743,1692
96.5,-0.7525,1.4008,2398
97.8,-0.4841,1.2332,2411
88,-1.0439,0.6411,1362
96.2,-0.489,1.2091,2260
98.1,-0.615,1.4715,2373
97.4,-0.5823,1.4666,2411
88.9,0.478,-0.2287,NA
97.8,-0.6494,1.3937,2376
97.1,-0.6346,1.3604,2456
97.5,-0.6601,1.4229,2546
87.1,-1.0699,0.859,1630
86.9,0.964,-0.2393,2730
96.2,-0.4043,1.4192,2348
88.3,1.1258,-0.0453,2931
98.7,-0.7901,1.5333,2420
87.9,0.9264,-0.2558,2949
86.5,-1.1264,0.891,1622
85.7,1.0114,-0.2737,2989
87.9,0.8953,-0.21,2896
99.2,-0.5834,1.4677,2379
99,-0.8434,1.5445,2383
90.5,0.5828,-0.1201,3160
90,0.7357,-0.0212,2968
89.2,0.7592,-0.2614,2877
87.1,-1.1185,0.9424,1634
90.6,0.8048,0.1071,2773
90,0.569,-0.0047,NA
82.1,-1.0556,0.8537,1630
82.4,-0.6544,1.1325,1607
89.3,0.7532,-0.0429,3020
89.5,0.4984,0.0363,NA
96.3,-0.5488,1.5612,2362
88.7,0.5975,-0.11,2933
86.2,0.551,-0.1934,2794
88.4,0.8106,-0.152,2721
88.1,0.8017,-0.0214,NA
90.3,0.9384,-0.0947,2889
98.3,-0.415,1.4515,2542
88.9,0.7685,0.1147,2836
87.1,1.2482,0.0185,3031
89.2,0.7971,-0.1679,2952
97.8,-0.6048,1.3697,2296
87.3,0.9896,-0.7253,2930
85.9,-1.1067,0.7291,1640
97.5,-0.4332,1.3994,2351
87.9,1.2385,-0.4048,2833
98.3,-0.785,1.4447,2270
86.9,0.9054,-0.2052,2970
88.4,0.7371,-0.2341,2876
88.5,0.3915,0.2157,NA
88.6,0.9692,-0.1857,2970
88.5,-1.0948,0.8723,1738
98.3,-0.2531,1.5608,2415
98.2,-0.4555,1.3206,2425
98.2,-0.8513,1.356,2384
89.8,0.8377,-0.2421,2988
98.3,-0.5853,1.606,2591
97.9,-0.5154,1.3295,2396
84.4,-1.2657,0.592,1647
82,-0.9943,1.1032,1279
98.2,-0.9548,1.3988,2216
88,0.7678,-0.3997,3002
88.1,0.8437,-0.0024,3085
97.7,-0.4503,1.4454,2275
98.4,-0.5646,1.3325,2372
89.9,0.8455,-0.1345,2865
99.2,-0.6055,1.5303,2456
88,0.9326,-0.5054,2882
87.6,0.9205,-0.3062,3031
89.1,0.446,0.0598,2809
98.1,-0.6595,1.416,2475
89.8,0.8306,-0.3145,2916
97,-0.5446,1.4448,2335
98.2,-0.3118,1.5296,2392
88.1,0.9068,-0.2872,2776
88.7,1.0451,-0.1271,2773
98.4,-0.2795,1.5466,2379
97.9,-0.6697,1.3978,2365
97.1,-0.6664,1.5613,2300
91.4,0.389,0.3411,2661
84.2,-1.0191,1.0694,1682
98.3,-0.6319,1.4665,2294
89.3,-0.984,1.0519,1623
98.4,-0.4799,1.4148,2356
87.1,-1.076,0.9093,1702
87.3,0.8817,-0.3295,2958
87,0.8899,-0.1426,2966
98.1,-0.6116,1.268,2445
90,0.5465,0.2621,NA
97.2,-0.6886,1.5219,2314
86,-0.9339,0.9538,1654
98,-0.7075,1.4309,2241
89.5,0.7091,0.0186,2880
97.7,-0.7994,1.461,2463
87.2,0.8727,-0.3161,2897
87.7,0.8702,-0.1406,2882
86.4,0.9987,-0.3829,2889
90.9,0.5764,0.2515,2725
97.8,-0.6598,1.4758,2378
96.4,-0.8071,1.6278,2311
88.2,0.7357,-0.0705,2844
96.8,-0.7374,1.434,2288
87.7,0.6031,0.0329,2854
96.2,-0.437,1.3158,2341
96.9,-0.7603,1.3937,2374
95.8,-0.633,1.3786,2271
87.5,0.5406,-0.0603,2632
97,-0.5789,1.5498,2293
97,-0.655,1.5333,2269
89,0.9801,0.0455,2872
96.8,-0.6408,1.244,2190
89.7,0.3354,0.0883,NA
85,-0.8843,1.1209,1628
97.5,-0.5529,1.5788,2388
97.8,-0.9328,1.5849,2422
88.1,0.7742,-0.1013,3002
89.7,0.5209,0.0913,2740
97.4,-0.6685,1.6422,2420
97.7,-0.6982,1.7383,2369
87.9,0.5596,0.0123,2823
88.2,0.916,-0.1219,2817
97.2,-0.4222,1.339,2328
90.9,0.1118,0.4544,2534
96.8,-0.758,1.263,2264
89.1,0.5623,-0.2811,2744
88,0.7792,-0.0101,2911
97,-0.3945,1.2943,2339
87.5,0.7138,-0.0305,2847
87.2,0.9328,0.0732,3032
97.4,-0.5288,1.3629,2359
97.4,-0.2737,1.4142,2381
87.7,0.768,-0.2641,2826
85.8,-0.9793,0.8465,1661
89.2,0.8827,-0.2199,3084
90.6,0.543,0.117,2852
88.7,0.6823,-0.0809,NA
88.5,0.9928,-0.5499,2901
88.2,0.9851,-0.1695,2812
87.6,0.9717,-0.2407,2745
87.5,-0.9891,0.9505,1586
88.1,0.7659,-0.3541,2857
96.7,-0.3458,1.353,2273
96,-0.7738,1.3931,2265
98.6,-0.7092,1.2526,2370
98.9,-0.7447,1.3393,2384
99.3,NA,NA,2398
98.1,-0.3803,1.604,2452
90.1,-0.8283,1.234,1742
87.6,-0.7367,1.2764,1631
84.7,0.8132,-0.4262,2862
85.2,0.9664,-0.2755,2885
98.5,-0.3889,1.4788,2457
86,1.1942,-0.5403,2904
99.4,-0.6565,1.5035,2465
99.1,-0.6923,1.5528,2396
88,1.3119,-0.7733,3095
98.4,-0.6349,1.4859,2384
88.1,1.1527,-0.196,3159
88.5,0.9195,-0.0269,3020
87.5,1.359,-0.4659,NA
88.4,1.2033,-0.7618,2997
98.2,-0.5853,1.3123,2305
87.1,0.8342,-0.3963,2711
96.7,-0.6,1.3329,2227
87.4,0.8673,-0.472,2955
86.6,-0.935,0.9827,1653
98.8,-0.5707,1.4109,2352
86.4,-0.9114,1.0976,1636
96.7,-0.4455,1.5879,2334
96,-0.7973,1.4866,2405
86.4,0.9357,-0.3987,2996
87,-1.2368,0.9527,1428
87.7,1.0665,-0.1277,2950
98.3,-0.7392,1.3082,2205
88.6,-1.3837,0.6873,1600
87,0.8873,-0.3917,3020
87.9,0.9172,-0.4494,2925
98.2,-0.5902,1.7262,2362
88,0.8791,-0.4321,2885
89.9,1.1272,0.0149,2849
86.8,-0.9949,0.9332,1619
98.5,-0.4402,1.4993,2355
97.4,-0.4405,1.5587,2370
87,0.7924,-0.2293,2869
96.5,-0.7814,1.6433,2309
86.8,0.7954,-0.3548,2926
97.8,-0.7468,1.4198,2295
96.7,-0.6381,1.4265,2274
95.6,-0.6522,1.2217,2183
83.8,-0.8352,1.2873,1498
95.6,-0.4502,0.9318,2222
95,-0.3129,1.3619,2336
87.7,1.129,-0.2425,2927
89.5,0.6157,0.0847,2757
97.9,-0.5211,1.2478,2174
95.2,-0.7544,1.3614,2223
96.8,-0.6392,1.3721,2257
87.2,0.7277,-0.4328,3005
85.1,1.2735,-0.6403,3063
98.2,-0.7501,1.6354,2398
86.8,0.6583,-0.0046,2864
97.4,-1.2803,1.3096,2297
87.4,-0.9036,0.8116,1588
87.1,1.1556,0.1555,2929
95.7,-0.641,1.3624,2167
97,-0.7,1.2268,2257
88.5,0.6619,-0.2246,2893
97.9,-0.4857,1.408,2165
97.6,-0.5405,1.3978,2343
88.8,0.5485,-0.2354,2779
97.4,-0.9535,1.3209,2312
88,0.403,-0.0066,NA
98.2,-0.8864,1.3451,2354
85.6,-1.1692,0.9092,1644
97.2,-0.6734,1.501,2163
96,-0.6603,1.5904,2259
96.3,-0.6301,1.5076,2370
87.7,0.8427,-0.2644,2980
97.8,-0.7992,1.5307,2330
87.6,0.7831,-0.1759,2833
95.8,-0.7441,1.5283,2225
97.7,-0.5437,1.3379,2319
98.5,-0.7421,1.5474,2309
85.5,1.1247,-0.5645,2943
98.4,-0.3768,1.581,2312
97.4,-0.8205,1.3548,2297
87,-0.7912,1.0819,1631
95.9,-0.5461,1.6017,2445
96.4,-0.3595,1.4436,2237
96.6,-0.5995,1.5965,2352
95.8,-0.7311,1.1616,2242
98.6,-0.7793,1.1278,2274
96.6,-0.4071,1.4833,2275
97.1,-0.5788,1.4163,2294
84.3,1.2115,-0.2996,2940
86.9,1.171,-0.2457,3020
86,-1.5012,0.5102,1600
96.1,-0.6796,1.4811,2228
86.4,1.1504,-0.5878,3009
86.5,-0.8451,1.0142,1651
96.2,-0.7573,1.434,2424
87.3,1.1468,-0.3035,2796
98.3,-0.4683,1.49,2233
97.7,-0.3647,1.6324,2301
97.5,-0.5614,1.5626,2229
86.9,1.0825,-0.3052,2859
97,-0.697,1.5429,2373
87.2,1.0469,-0.1488,2972
84.8,-1.2579,0.8421,1587
87.4,0.8978,-0.3689,2831
97.8,-0.4194,1.4051,2285
86.9,0.7773,-0.2511,2801
86.3,1.2324,-0.3642,2952
96.9,-0.5432,1.2629,2236
87.1,0.6839,0.1526,2733
87.4,0.5967,-0.1394,NA
85.6,0.9186,-0.2137,2804
97.6,-0.5948,1.3579,2219
96.5,-0.9242,1.312,2192
98.2,-0.6015,1.3071,2313
86.7,0.9238,-0.1009,3106
88.5,-1.3183,0.2954,1617
96.7,-0.6504,1.6215,2270
98.6,-0.8352,1.5866,2406
86.6,0.7651,-0.5235,2883
86.6,0.8201,-0.6863,2896
98.1,-0.4461,1.4014,2292
90.3,0.6067,-0.2081,2749
97.4,-0.4902,1.2693,2285
97,-0.4888,1.3547,2255
96.5,-0.3972,1.2766,2216
98.2,-0.3702,1.4046,2397
87.3,-1.05,0.8298,1607
87.2,1.0207,0.0653,2853
88,0.8858,-0.2058,2902
88.4,0.7546,-0.3792,2904
84.6,-1.2184,0.6697,1654
88.8,0.7747,-0.1506,2959
96.8,-0.727,1.1018,2219
89.3,-1.1003,0.6553,1648
96.8,-0.2699,1.3565,2263
87.7,1.2059,-0.4556,NA
86.9,1.0265,-0.2882,2934
87.1,0.6765,0.2798,NA
95.8,-0.4023,1.4336,2226
96.9,-0.4175,1.497,2351
85.4,-1.0789,0.9992,1718
86.1,0.8511,-0.1944,2800
86.9,-1.225,0.5191,1579
96.4,-0.8655,1.3329,2241
97,-0.4846,1.5255,2333
98.6,-0.3441,1.3756,2393
86.7,-0.8971,0.8446,1566
85.4,1.0791,-0.3264,3024
97.1,-0.7183,1.3312,2173
88,0.7103,-0.0469,2909
97.9,-0.7613,1.2951,2330
97.5,-0.4036,1.1978,2335
97.7,-0.7548,1.4585,2350
97.3,-0.653,1.1236,2328
87,0.7855,-0.1253,2851
99.2,-0.6326,1.3,2349
86.8,-1.3214,0.9134,1629
88.6,0.7897,0.2156,NA
89,0.6076,0.024,2800
88.5,0.9655,-0.1875,NA
96.6,-0.8514,1.5965,2420
88.2,0.7744,-0.3917,NA
98.4,-0.2968,1.314,2224
98.7,-0.5011,1.2905,2318
98.4,-0.4663,1.3634,2335
98.5,-0.3469,1.3463,2289
85.8,1.2621,-0.2534,2865
98.8,-0.4285,1.5386,2283
88.5,-1.2136,0.8452,1567
89.5,-1.2333,0.8723,1599
97.7,-0.4277,1.3134,2297
85.6,-1.1362,0.5315,1474
99.3,-0.5718,1.1808,2331
89.8,-1.1722,0.8788,1676
97.9,-0.5981,1.2016,2251
96.1,-0.4806,1.2269,2163
87.5,0.8329,-0.1666,2705
95.9,-0.6985,1.4324,2106
96.7,-0.4307,1.2774,2229
96.8,-0.511,1.2667,2166
82.9,-1.0088,0.8043,1540
85.1,1.2546,-0.4445,2891
95.4,-0.5273,1.528,2382
96.9,-0.437,1.5567,2339
87.6,-1.2461,0.4821,1657
94.2,-0.5475,1.4144,2150
98.3,-0.4181,1.3798,2176
87.6,0.8872,-0.3257,2787
98,-0.2939,1.5482,2426
97.9,-0.4037,1.295,2412
98.5,-0.7079,1.4716,2271
97,-0.5141,1.3797,2286
98.2,-0.523,1.4655,2292
98.4,-0.3588,1.507,2362
86.7,1.1614,-0.3078,2996
97.9,-0.6108,1.4998,2251
86,1.3571,-0.6303,2920
87.2,1.1895,-0.4073,2858
88.8,-1.2839,0.7392,1620
97.9,-0.4501,1.2388,2296
88.2,0.9153,-0.3213,2788
98.4,-0.2827,1.4643,2305
84.9,-0.8346,0.8093,1491
97.8,-0.2847,1.5088,2323
86.2,1.5054,-0.4097,3110
98.9,-0.6488,1.4625,2310
87.6,0.8149,-0.2802,2813
97.8,-0.8157,1.6307,2314
98.2,-0.772,1.7423,2403
97,-0.6855,1.5261,2281
88.2,0.733,-0.3089,2859
87.1,0.768,-0.379,2836
97.5,-0.3691,1.4338,2177
87,1.035,-0.3954,2946
98.4,-0.3602,1.3575,2197
84.8,-0.79,0.8881,1658
97.7,-0.6519,1.2048,2269
87.6,-1.265,0.9228,1762
97.9,-0.4279,1.405,2243
98.4,-0.5741,1.4607,2254
87.9,0.7603,-0.3396,2851
97.5,-0.2855,1.381,2321
96.9,-0.5437,1.4264,2248
NA,NA,NA,NA
99.1,-0.3796,1.4875,2389
88.3,1.0113,-0.2687,2940
98.2,-0.6031,1.4256,2298
97,-0.4935,1.3508,2264
99.4,-0.3993,1.3711,2171
98.9,-0.5092,1.4232,2157
98.9,-0.5184,1.5112,2190
87.8,-0.8884,1.0016,1564
98.5,-0.3991,1.3915,2258
97.9,-0.3366,1.2867,2158
99.1,-0.2698,1.1859,2210
86.4,1.1074,-0.3491,3017
89.5,-0.7991,1.0409,1478
87.5,0.7317,-0.3426,2870
99.2,-0.5197,1.1748,2266
86.4,-1.0209,0.8846,1550
98.1,-0.0408,1.2597,2266
87.2,0.6742,-0.2813,2750
97.6,-0.5896,1.4812,2233
96.9,-0.2224,1.4381,2287
97.4,-0.2208,1.429,2283
85.8,0.9551,-0.2512,2875
97.7,-0.619,1.4792,2386
96,-0.7223,1.3374,2258
83.4,-1.1572,0.8531,1568
86.3,0.7978,-0.3324,2847
82.8,-1.1942,0.6871,1593
94.9,-0.6476,1.4166,2276
83.7,1.3216,-0.3339,2859
96.7,-0.6628,1.4243,2202
96.4,-0.6294,1.0364,2218
87.1,0.8899,-0.2788,2709
84.8,0.8583,-0.3882,2785
96.5,-0.5933,1.3756,2309
95.7,-0.5134,1.5616,2339
86.5,1.0914,-0.4519,2947
98.1,-0.7292,1.0368,2342
97.6,-0.4132,1.3572,2340
84.3,1.3965,-0.0949,2838
98.5,-0.4572,1.2103,2308
98.7,-0.5876,1.3211,2255
86.1,0.9806,-0.3813,2931
85.5,1.012,-0.7454,2953
84.4,1.1454,-0.6689,2829
96.8,-0.2555,1.3641,2255
97.2,-0.4424,1.3677,2297
97.8,-0.6089,1.4638,2288
85.7,1.1343,-0.0767,2863
86.3,1.0163,-0.3662,2899
97.7,-1.0959,1.2715,2292
87.4,1.4205,-0.5447,2985
97.7,-0.8534,1.475,2425
86.9,1.5789,-0.194,2837
98.2,-0.9427,1.4534,2411
85.9,1.6653,-0.3448,3049
86.7,1.2857,-0.2073,2783
97.3,-0.8231,1.48,2291
96.4,-0.9611,1.4691,2337
96.8,-0.7566,1.3039,2284
98.5,-0.3247,1.3933,2316
91.5,-1.2134,0.6966,1816
96.2,-0.4395,1.3262,2241
88.9,1.0382,-0.1193,NA
97.2,-0.8894,1.4041,2362
97.5,-0.798,1.5374,2293
90.9,-1.2262,0.7856,NA
98.8,-0.7789,1.2707,2254
98.2,-0.4784,1.2859,2297
98.2,-0.7754,1.4251,2318
87.3,0.7614,-0.2841,2853
98.1,-0.6911,1.3966,2257
89.4,-1.1913,0.6642,1629
96.6,-0.7538,1.5519,2372
86.9,0.9247,-0.4613,2909
98.8,-0.5924,1.4264,2443
97.1,-0.402,1.1884,2372
97.3,-0.4104,1.2007,2338
97.7,-0.3127,1.4595,2379
97.5,-0.3732,1.2243,2365
87.3,0.6701,-0.1593,2713
85.1,0.766,-0.3177,2816
86.9,0.798,-0.268,2918
90.7,-1.2451,0.545,1718
96.3,-0.7366,1.3271,2298
95.9,-0.6105,1.4511,2369
86.2,1.4168,-0.127,3062
86.3,1.144,-0.0032,3058
85.8,1.2365,-0.1401,2856
87.5,0.8973,-0.361,2927
98.4,-0.5352,1.4073,2396
86.4,0.8364,-0.2475,2865
86.5,0.9737,-0.8564,2933
87.3,-1.0965,0.6592,1741
97.1,-0.4877,1.3957,2378
99.1,-0.4567,1.2075,2309
98,-0.5995,1.4805,2382
90.2,-1.2073,0.7811,1740
97.8,-0.8563,1.3791,2398
96.9,-0.7075,1.3871,2391
86.5,0.7634,-0.0609,2843
86.2,1.0486,-0.3439,2842
96.3,-0.9261,1.3922,2364
85.2,1.3388,-0.3116,2961
96.5,-0.8944,1.4446,2475
95.4,-0.9463,1.6421,2366
86.5,1.0455,-0.073,2973
98.3,-0.6609,1.4615,2442
97.7,-0.4555,1.4904,2412
87.3,0.7318,-0.2052,2820
87.4,0.8724,-0.2838,3051
96.2,-0.5861,1.3775,2292
85,1.1638,-0.5049,2952
84.4,1.0769,-0.3156,2942
84.6,0.9745,-0.5067,2963
96.6,-0.6117,1.1895,2302
89.9,-1.2855,0.5801,1776
97.8,-0.6281,1.5598,2377
86.3,1.0199,-0.7526,2984
98.8,-0.4741,1.268,2261
86.9,1.2214,-0.6733,2967
86.6,0.9093,-0.5723,2950
97,-0.6641,1.5751,2352
97.6,-0.7022,1.4454,2388
86.5,0.7994,-0.3342,2818
89.4,-1.0603,0.7645,1730
86.5,0.9955,-0.5056,3064
96.7,-0.6114,1.3831,2308
88.7,-1.0098,0.9606,1535
98.5,-0.8037,1.1224,2294
98,-0.4795,1.4358,2352
98,-0.5503,1.2352,2519
88.8,1.0015,-0.4166,3193
88.2,0.9154,-0.3615,3027
88.1,-1.3462,0.3561,1734
86,1.0696,-0.2171,2966
85.6,1.1134,-0.4046,3063
88.9,0.7584,-0.2108,2908
87.8,0.5269,-0.2563,2964
87.8,0.5312,0.0168,2890
97.3,-0.6248,1.4196,2416
86.6,0.9167,-0.3339,2981
89.1,0.7479,-0.0553,2996
85,1.3094,-0.3043,3029
98.2,-0.0579,1.1734,2341
85.8,1.0093,-0.5869,2966
98.4,-0.1467,1.4746,2358
88.1,1.0577,-0.4046,2938
87.2,0.7391,-0.4409,2964
89.7,-1.0311,0.9035,1623
98.8,-0.5554,1.4869,2448
96.9,-0.8926,1.2667,2347
97.3,-0.7261,1.3015,2458
89.2,0.7054,-0.2848,3198
98.1,-0.112,1.576,2301
87.3,1.1161,-0.4293,2964
87.3,0.9788,-0.0833,2886
87.6,0.9009,-0.6878,3023
86.7,1.0513,-0.0377,3081
87.8,1.0597,-0.0564,3132
99,-0.6484,1.34,2437
98.1,-0.4688,1.4306,2380
97.6,-0.7111,1.3095,2289
88.5,0.7806,-0.2151,NA
97.2,-0.6463,1.2744,2305
96.9,-0.4982,1.5325,2308
100.1,-0.6873,1.2074,2465
87.4,1.1996,-0.4965,3023
89.8,0.9725,-0.057,3032
98.4,-0.3268,1.2895,2412
87.2,1.1143,-0.4978,3090
89.3,-1.1986,0.6367,1778
87.5,1.0023,-0.2902,2964
99.7,-0.6413,1.2457,2281
88.8,0.7363,-0.2877,2970
86.9,1.2174,-0.4637,3030
88.2,1.0494,-0.1965,3071
86.4,1.1621,-0.0701,2919
98.3,-0.7492,1.2833,2396
97,-0.6981,1.3265,2389
87.2,1.3205,-0.0267,3162
97.3,-0.3657,1.319,2229
85.9,1.1171,-0.6219,3059
86.1,1.0367,-0.6954,3084
99.1,-0.3608,1.4201,2421
86.5,1.0369,0.0172,3129
87.4,0.7634,-0.1962,2991
88.4,0.9041,-0.2951,3081
87,0.811,-0.2269,2990
99.6,-0.6119,1.4534,2432
88.9,0.4475,-0.1069,NA
98.4,-0.5829,1.4071,2346
89.7,0.8689,-0.3239,2966
98.6,-0.5261,1.304,2234
90,0.5087,-0.1183,NA
97.2,-0.3521,1.2966,2285
97.5,-0.324,1.2611,2209
96.3,-0.153,1.3908,2224
97.7,-0.3514,1.3215,2240
97.4,-0.2696,1.3666,2201
97.4,-0.1695,1.4394,2203
91.7,-0.8576,0.9431,1558
87.2,0.628,-0.2971,2830
97.7,-0.5049,1.2134,2308
97.6,-0.3995,1.6031,2453
89.1,0.6973,-0.4938,2991
89,0.7135,-0.2455,2936
98.5,-0.4775,1.346,2382
88.7,0.8345,-0.4719,2900
98.6,-0.4868,1.4736,2404
100.2,-0.4306,1.5518,2415
98.4,-0.5974,1.3886,2382
98.1,-0.6665,1.35,2413
97.5,-0.3467,1.4385,2441
98.2,-0.8383,1.2402,2422
