pitcher,p_hand,pitch_type,pitch_name,velocity,spin_rate,horz_break,vert_break,release_x,release_z,extension,plate_x,plate_z,vx0,vy0,vz0,ax,ay,az
448306,R,FC,Cutter,86.5,2350,0.3558,0.4272,-3.3448,5.633,6.197,-0.0426,2.4894,7.1402,-125.8628,-2.1992,2.4688,23.2247,-27.4246
607536,L,CU,Curveball,79.2,2226,-0.4142,-0.2795,2.2155,5.3936,6.01,0.2224,1.5236,-3.5715,-115.3128,-1.1871,-3.0299,20.4411,-34.6566
448306,R,FC,Cutter,86.4,2370,0.5766,0.6069,-3.0852,5.7109,6.538,1.1262,2.2764,8.8833,-125.6212,-3.2587,4.5519,23.0994,-25.2501
607536,L,CH,Changeup,87.2,1406,0.4886,0.38,1.9512,5.3956,6.293,0.6162,1.2702,-4.2146,-127.1341,-4.7084,6.0315,19.52,-27.4261
607536,L,FF,4-Seam Fastball,92.2,2246,0.1663,0.6943,1.7279,5.4891,6.317,-0.965,2.1009,-7.2104,-134.241,-4.4319,3.2158,21.8091,-23.0788
448306,R,FF,4-Seam Fastball,89,2178,-0.5676,1.2306,-3.4325,5.5641,6.404,-1.2205,2.8351,6.635,-129.5589,-3.2847,-7.7404,25.6343,-17.7892
448306,R,FF,4-Seam Fastball,89.8,2211,-0.6069,1.1791,-3.7015,5.164,6.537,-1.0133,3.2879,7.9782,-130.5883,-1.1965,-8.6072,26.0667,-18.5016
607536,L,CH,Changeup,87.4,1428,0.7455,0.3331,1.9914,5.4237,6.333,-0.2776,1.0471,-7.0011,-127.1564,-5.1559,9.4086,22.7493,-27.7958
448306,R,CH,Changeup,84.8,1812,-1.2291,0.3852,-2.8484,5.588,6.493,1.2404,1.6769,12.0382,-123.0952,-3.6329,-14.7468,21.1142,-27.7558
607536,L,FT,2-Seam Fastball,90.8,2204,0.6619,0.2812,2.0358,5.4058,6.4,0.4053,2.0281,-5.5162,-132.3432,-3.2529,8.8762,23.9824,-28.4184
448306,R,KC,Knuckle Curve,78.2,2390,0.4626,-0.6168,-3.0237,5.9562,5.869,-0.148,0.2386,5.3197,-113.7839,-4.3529,3.0583,19.5085,-36.9445
607536,L,FF,4-Seam Fastball,92.7,2189,0.3983,0.683,1.6493,5.5463,6.238,-0.9331,3.1346,-7.4605,-135.0117,-1.9833,6.1834,22.621,-23.5517
448306,R,FC,Cutter,85.6,2381,0.4959,0.5103,-3.4689,5.7221,6.148,-0.0674,2.7673,7.0152,-124.5532,-1.7566,3.8471,23.1712,-26.7536
607536,L,FF,4-Seam Fastball,92.3,2190,0.326,0.4604,1.5912,5.4891,6.633,-0.6832,3.2478,-6.5558,-134.5872,-1.0658,5.1187,21.308,-26.3873
607536,L,CH,Changeup,86.3,1337,0.64,0.3122,2.1286,5.4631,6.187,1.4268,2.1219,-2.9584,-125.7903,-2.4681,7.3376,21.4205,-28.6076
448306,R,KC,Knuckle Curve,79.8,2465,0.3713,-0.4278,-3.2382,5.8187,6.172,-0.008,0.5655,6.3892,-115.978,-3.9663,2.0719,22.6333,-35.4573
448306,R,FC,Cutter,87,2281,0.5825,0.7199,-3.2262,5.6708,6.114,0.9567,1.9058,8.8005,-126.3477,-4.2649,4.3695,26.0125,-23.8859
607536,L,FF,4-Seam Fastball,91.7,2162,0.2612,0.6394,1.6113,5.6675,6.262,-0.4719,3.4129,-5.8314,-133.6433,-1.3611,4.1347,22.0132,-24.3486
607536,L,FF,4-Seam Fastball,91.3,2177,0.2342,0.7396,1.7746,5.7303,6.321,-0.8784,3.4223,-7.1925,-133.0626,-1.6864,3.9348,20.2955,-23.1093
448306,R,KC,Knuckle Curve,80.2,2467,0.465,-0.4696,-3.4162,5.6439,6.253,1.1305,0.6105,9.1605,-116.5816,-3.5665,2.6314,20.5331,-36.0385
448306,R,FF,4-Seam Fastball,90.1,2251,-0.6396,1.0596,-3.7328,5.1699,6.557,0.4975,1.8908,11.9055,-130.8219,-4.5128,-9.6121,23.4341,-19.149
448306,R,FT,2-Seam Fastball,90.6,2104,-1.2622,0.2767,-3.1142,5.1956,6.709,-0.7958,1.893,8.5877,-131.8792,-3.0005,-16.662,25.0581,-28.4847
448306,R,FF,4-Seam Fastball,91,2275,-0.7616,1.1821,-2.9991,5.7009,6.926,-1.5744,2.2165,5.3114,-132.5896,-5.5499,-10.266,26.2211,-16.9437
448306,R,CH,Changeup,84.2,1574,-1.3393,0.3668,-2.8309,5.7204,6.592,-0.0816,1.5527,9.0972,-122.3166,-4.0432,-15.317,23.1358,-27.88
448306,R,FC,Cutter,87.3,2199,0.1585,0.7213,-4.0278,5.4894,6.327,-1.8462,2.4651,4.9354,-127.2257,-2.7187,0.8874,21.9711,-23.969
448306,R,FC,Cutter,87.4,2424,0.4067,0.6069,-3.4671,5.4483,6.087,0.9818,3.1984,9.8407,-127.0232,-0.5862,2.7221,21.8257,-25.6794
605182,R,FF,4-Seam Fastball,93.1,1957,-0.4925,1.088,-1.5965,5.2708,6.639,-0.0491,2.8074,5.1027,-135.6407,-3.0043,-7.2486,29.3385,-18.1486
448306,R,CH,Changeup,84.4,1585,-1.4254,0.2855,-2.755,5.76,6.59,-0.4258,1.7416,8.3118,-122.6413,-3.5816,-16.1155,23.0001,-28.7789
605182,R,CH,Changeup,87.5,1579,-1.3648,0.4811,-1.6919,5.2851,6.683,-2.1026,2.6741,1.8824,-127.4141,-1.0425,-15.2469,32.1044,-26.9457
605182,R,FF,4-Seam Fastball,93.9,2118,-0.897,1.4357,-1.7543,5.1364,6.46,-0.2861,1.4546,5.8037,-136.3559,-6.8989,-12.5722,34.7054,-12.9024
448306,R,FC,Cutter,87,2452,0.2961,0.5456,-4.2122,5.3894,6.426,-1.163,2.3854,6.7213,-126.5993,-2.1946,1.9309,24.0576,-26.0421
448306,R,CH,Changeup,83.7,1601,-1.4388,0.6412,-2.9889,5.7031,6.508,-0.7178,1.8927,8.1154,-121.5932,-3.6018,-15.961,24.9529,-25.2802
605182,R,SL,Slider,77.8,2387,1.6581,-0.3023,-1.5207,5.3097,5.852,0.6608,2.0572,1.6717,-113.0447,0.5936,13.4513,23.912,-35.0949
605182,R,SL,Slider,78.9,2363,1.5245,0.1514,-1.4937,5.3165,6.002,0.8063,2.3398,2.1962,-114.911,0.0288,12.9614,20.8734,-31.0805
448306,R,CH,Changeup,83.4,1664,-1.4357,0.182,-3.3664,5.0228,6.572,-0.1538,0.8484,10.253,-120.9832,-3.4779,-16.2084,23.7052,-29.8961
448306,R,FT,2-Seam Fastball,88.4,2188,-1.14,0.1945,-3.6405,4.9881,6.656,-0.9354,2.1126,9.0446,-128.4893,-1.3478,-14.6051,25.8088,-29.9137
605182,R,CH,Changeup,87.3,1559,-1.4097,0.2556,-1.5597,5.3311,7.07,-0.5439,0.4625,5.5042,-126.9797,-6.1494,-16.7559,27.3022,-28.2144
448306,R,FF,4-Seam Fastball,91.2,2230,-0.9484,1.0844,-3.3414,5.2505,6.827,-0.679,1.7667,8.8464,-132.5771,-5.3181,-13.17,25.8722,-18.2242
605182,R,CH,Changeup,88.3,1541,-1.2482,0.479,-1.5708,5.2209,6.66,-0.5075,1.4616,5.255,-128.6056,-4.141,-15.0853,25.41,-26.1548
605182,R,CU,Curveball,73.9,2107,1.2654,-1.1313,-1.2783,5.4275,6.262,-1.0699,1.6559,-1.7709,-107.4739,1.5955,10.0577,19.6322,-41.3988
448306,R,FF,4-Seam Fastball,90.3,2263,-1.0912,1.1111,-3.475,5.2075,6.683,1.8601,1.8259,15.6661,-130.7624,-4.8858,-15.6419,23.7884,-18.4298
605182,R,FF,4-Seam Fastball,94,2187,-0.7943,1.2614,-1.8447,5.1366,6.615,-0.8013,1.5061,4.5077,-136.768,-6.5412,-11.0556,30.5896,-14.9594
605182,R,FF,4-Seam Fastball,92.9,2152,-0.8418,1.2938,-1.7934,5.2723,6.383,-1.2439,1.6652,3.2581,-135.0446,-6.1972,-11.0067,34.0882,-15.2032
605182,R,SL,Slider,77.9,2319,1.2382,0.4657,-1.738,5.3493,6.002,-1.3736,2.5874,-1.4538,-113.3477,0.1518,10.7823,21.7658,-28.4967
605182,R,SL,Slider,78.4,2417,1.2613,-0.0577,-1.6999,5.3518,6.003,-0.7227,2.3519,-0.1858,-114.2247,0.4353,10.9603,20.5066,-32.9788
605182,R,FF,4-Seam Fastball,94,2123,-0.461,1.2307,-1.6895,5.3029,6.277,-0.4753,3.4918,4.1674,-136.9779,-1.7654,-6.6572,27.1598,-16.4525
607536,L,FF,4-Seam Fastball,92.1,2198,0.4392,0.6455,1.8383,5.4325,6.364,-0.411,2.9188,-6.679,-134.2128,-2.0845,6.5287,22.8261,-24.0605
607536,L,FT,2-Seam Fastball,88.6,1295,0.6176,0.1699,1.988,5.3715,6.188,-0.4306,0.9569,-7.1705,-128.9228,-5.136,8.2071,23.2646,-29.5393
605182,R,FF,4-Seam Fastball,93.8,2090,-0.517,1.3883,-1.7906,5.4658,6.537,-1.107,3.1826,2.9338,-136.5116,-3.2197,-7.168,33.6101,-14.3025
605182,R,CH,Changeup,86.2,1551,-1.2831,0.4468,-1.6224,5.3832,6.882,-0.059,1.3565,6.4501,-125.5268,-4.3195,-15.1196,25.2882,-26.6779
607536,L,CU,Curveball,80.3,NA,-0.1213,-0.216,1.9924,5.4469,6.352,0.1962,2.6662,-3.7524,-116.9032,0.8986,-0.4543,20.642,-34.5229
607536,L,FF,4-Seam Fastball,92.2,2148,0.267,0.5001,1.7876,5.6144,6.484,-0.225,2.4808,-5.7252,-134.3609,-3.3544,4.3131,24.001,-25.5833
605182,R,FF,4-Seam Fastball,94.1,2349,-0.857,1.3624,-1.8428,5.3187,6.297,-0.8945,2.1284,4.355,-136.9501,-5.6163,-11.7129,28.2686,-14.0271
605182,R,CU,Curveball,76.6,2258,1.0012,-1.0392,-1.342,5.5552,6.363,1.7456,0.1182,4.7125,-111.3945,-2.5153,7.3503,21.9078,-40.505
607536,L,SL,Slider,86.6,2352,-0.1818,0.2156,1.7495,5.4871,6.385,-0.8526,1.8741,-5.8572,-126.1494,-2.9698,-0.9536,21.7693,-29.5118
607536,L,FF,4-Seam Fastball,92.1,2301,0.3786,0.4603,1.8716,5.4858,6.393,0.1243,4.0579,-5.2712,-134.136,1.1221,5.5971,24.7262,-26.9374
605182,R,FF,4-Seam Fastball,93.2,2265,-0.6309,1.42,-2.0516,5.1073,6.518,-1.0713,1.5855,3.9293,-135.5571,-6.3942,-8.7029,32.1809,-13.3902
605182,R,CH,Changeup,87.5,1615,-1.2573,0.5455,-1.6518,5.3101,6.696,-0.1066,1.0378,6.3987,-127.2262,-5.2978,-15.1416,27.4378,-25.2675
607536,L,FF,4-Seam Fastball,91.7,2342,0.4283,0.9305,1.6805,5.7185,6.306,-0.6623,1.9848,-6.8492,-133.5322,-5.6954,6.3879,23.4787,-20.0869
607536,L,FF,4-Seam Fastball,91.7,2246,0.6634,0.7333,1.6872,5.5777,6.876,-0.819,2.3715,-7.8917,-133.6522,-4.0557,9.5277,21.6827,-22.5413
605182,R,FF,4-Seam Fastball,92.3,2313,-0.7603,1.5244,-1.7664,5.3016,6.421,0.1488,1.961,6.5416,-134.155,-5.9327,-10.7023,32.5269,-12.693
434378,R,SL,Slider,87.3,2735,0.1306,0.1041,-2.1954,6.3575,6.503,0.4738,0.5718,6.1761,-127.0019,-8.0822,0.3298,22.7139,-29.7667
434378,R,CU,Curveball,80.5,2959,0.8486,-0.8115,-2.1844,6.5204,5.425,0.8464,0.2021,5.0758,-116.8972,-5.7033,6.4995,23.1773,-38.4963
434378,R,FF,4-Seam Fastball,97.3,2589,-0.8245,1.3831,-2.0174,6.6278,6.557,-0.1895,3.3477,6.8369,-141.5056,-6.4987,-12.7019,31.8033,-12.1849
434378,R,FF,4-Seam Fastball,96.1,2617,-0.5629,1.6099,-1.8932,6.6563,6.594,0.445,2.5141,7.5099,-139.6199,-9.096,-9.0696,30.2482,-9.111
434378,R,FF,4-Seam Fastball,97,2677,-0.9682,1.5195,-2.0681,6.6298,6.549,-0.7507,3.9899,5.7773,-141.0843,-5.0217,-14.3371,32.8635,-10.8244
434378,R,FF,4-Seam Fastball,96.2,2712,-1.1425,1.4825,-1.9368,6.6682,6.238,0.0715,1.6562,7.8639,-139.456,-10.9727,-16.59,30.2769,-10.6939
434378,R,CU,Curveball,78,2872,0.9909,-0.7874,-2.3323,6.6166,5.256,0.9678,0.8988,5.2362,-113.3148,-3.9153,7.2376,21.038,-38.2461
434378,R,FF,4-Seam Fastball,95.2,2612,-1.2622,1.4924,-1.9126,6.6397,6.429,0.1498,3.5124,8.2611,-138.3304,-5.9013,-18.0963,31.3653,-11.8689
434378,R,SL,Slider,84.5,2601,0.3812,0.0732,-2.1408,6.6234,5.954,1.0602,0.3013,6.6547,-122.7519,-8.4679,2.5962,22.5718,-30.1023
434378,R,FF,4-Seam Fastball,95.6,2568,-1.0728,1.4237,-1.8282,6.7737,5.79,1.1658,2.3372,10.1112,-138.506,-9.0721,-15.7144,28.9183,-12.4539
434378,R,CU,Curveball,77.8,2798,0.7187,-0.9247,-2.2604,6.5376,5.538,0.5247,0.7323,4.6206,-113.011,-3.8109,5.1174,21.0309,-39.4173
434378,R,FF,4-Seam Fastball,96.4,2614,-0.9084,1.4587,-2.0092,6.6207,5.975,0.8886,3.2901,9.6512,-139.9662,-6.5085,-13.8494,28.9221,-12.0072
434378,R,FF,4-Seam Fastball,95.9,2676,-1.1359,1.3838,-1.9473,6.624,6.248,0.389,2.3934,8.6978,-139.1183,-8.6195,-16.6559,31.6829,-12.5564
434378,R,CU,Curveball,79.2,2879,0.6294,-1.0898,-2.3027,6.5147,4.654,-0.8239,2.0829,2.0575,-114.9823,-0.9202,4.8556,22.1861,-41.4053
434378,R,FF,4-Seam Fastball,93.7,2598,-0.9498,1.4009,-2.1106,6.7274,6.043,-0.2011,1.6179,6.9454,-135.8756,-10.4163,-13.1327,28.6065,-12.9897
453286,R,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
453286,R,CU,Curveball,79.6,2407,0.4605,-0.2275,-3.307,5.3954,5.559,0.3712,2.4923,7.1132,-115.5156,0.825,2.6399,22.1241,-34.5721
453286,R,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
453286,R,FC,Cutter,89,2540,-0.1132,0.8506,-3.5831,4.7521,6.295,0.4984,1.7826,10.2374,-129.3555,-3.06,-3.2203,24.5578,-22.2002
453286,R,CH,Changeup,83.8,1393,-1.4774,0.2562,-3.5336,4.9695,6.054,-0.2884,1.8548,10.2961,-121.5067,-1.2333,-16.4943,23.7224,-29.6509
453286,R,FF,4-Seam Fastball,93.5,2570,-0.929,1.2348,-3.5128,4.8273,5.986,0.8001,2.0174,12.9909,-135.3548,-4.0602,-14.1732,30.5148,-16.5533
453286,R,CU,Curveball,79.2,2538,0.7489,-0.4602,-3.3011,5.4573,5.505,0.072,3.4213,5.913,-115.0615,3.1157,5.393,20.926,-36.9688
453286,R,FF,4-Seam Fastball,93,2550,-0.9768,1.284,-3.6273,4.798,6.197,0.0864,1.9226,11.5854,-134.8306,-4.2993,-14.4488,30.7966,-15.9117
453286,R,SL,Slider,85.3,2438,0.4166,0.1411,-3.6052,4.9478,5.7,0.6954,2.1596,9.1601,-123.7275,-0.4056,2.0471,28.2465,-30.9637
453286,R,CU,Curveball,78.1,2361,0.7386,-0.5231,-3.3637,5.3874,5.654,-0.8396,4.087,4.0507,-113.3545,4.9725,5.4696,20.7914,-37.738
434378,R,FF,4-Seam Fastball,95.1,2586,-1.3227,1.3822,-2.0041,6.6747,6.407,-0.3017,1.4268,7.426,-138.0252,-11.2059,-18.5624,28.8197,-12.2558
434378,R,CU,Curveball,77.7,2822,0.7072,-1.0684,-2.2608,6.579,5.423,-0.4571,2.6592,2.5677,-112.9657,0.4284,5.359,21.4209,-41.3596
434378,R,CU,Curveball,76.6,2825,1.0779,-0.7082,-2.217,6.6167,5.226,0.7206,1.4244,4.2495,-111.3574,-2.6902,7.9007,19.4452,-37.6481
434378,R,SL,Slider,83.4,2536,0.3474,-0.1073,-2.2261,6.5297,5.924,-0.4363,2.7549,3.4223,-121.4429,-2.0798,2.7906,21.8373,-33.0697
434378,R,SL,Slider,83.6,2633,0.1155,-0.075,-2.2544,6.4954,5.621,0.9771,2.7162,7.1315,-121.5893,-2.2208,-0.02,19.6207,-32.7579
434378,R,CU,Curveball,80.9,2995,0.6805,-0.6828,-2.1966,6.498,5.245,0.0113,1.7038,3.6049,-117.5769,-2.7706,5.438,21.3529,-38.0444
453286,R,FF,4-Seam Fastball,95.1,2532,-0.6591,1.0337,-3.5053,4.8074,6.336,0.6159,2.166,12.254,-137.9866,-3.5305,-11.2157,31.8276,-18.4251
434378,R,FF,4-Seam Fastball,96.9,2681,-0.9032,1.7269,-1.9098,6.6866,6.222,1.0049,4.2162,9.7987,-140.664,-4.9452,-14.1193,31.0361,-8.4366
453286,R,CH,Changeup,83.9,1535,-1.4482,0.081,-3.4634,4.9325,6.056,-0.3034,1.2165,10.0673,-121.771,-2.2945,-16.2451,24.212,-31.1539
453286,R,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
434378,R,FF,4-Seam Fastball,95.5,2671,-1.1255,1.6118,-2.0905,6.6636,5.817,0.1658,3.9082,8.3272,-138.733,-5.1633,-16.0403,27.7603,-10.7728
453286,R,FC,Cutter,88.1,2468,0.0159,0.6742,-3.7313,4.7491,5.858,0.5399,1.3195,10.226,-127.8345,-3.5769,-1.7786,24.3877,-24.4096
434378,R,FF,4-Seam Fastball,96.5,2737,-1.0219,1.5869,-1.9831,6.6392,6.575,0.0793,2.8315,7.8537,-140.1168,-8.1963,-15.3391,31.8118,-9.4666
434378,R,FF,4-Seam Fastball,95.2,2647,-0.8716,1.6649,-1.9838,6.7686,6.103,0.6592,3.2614,8.8185,-138.2001,-7.1939,-13.0282,30.61,-9.6521
453286,R,FF,4-Seam Fastball,92.7,2456,-0.9825,1.1557,-3.5305,4.9464,5.917,-0.3301,2.2719,10.184,-134.4715,-3.4437,-13.9722,29.7017,-17.8662
434378,R,FF,4-Seam Fastball,93.3,2591,-1.2912,1.6489,-1.9696,6.753,5.952,0.7602,2.6085,9.713,-135.2186,-8.3405,-17.7327,29.4108,-10.6477
453286,R,FC,Cutter,87.7,2361,0.1561,0.5852,-3.6314,4.9522,5.958,0.2943,2.2196,9.097,-127.3733,-1.6755,-0.062,24.4465,-25.7595
453286,R,SL,Slider,85,2464,0.2605,0.1599,-3.5627,5.0808,6.008,0.2231,1.9072,8.2992,-123.5232,-1.417,1.0072,24.2598,-30.5066
453286,R,FF,4-Seam Fastball,93.4,2582,-1.0039,1.2704,-3.4917,5.0492,5.938,0.1047,3.342,11.3176,-135.4281,-1.3307,-14.6873,30.3491,-16.7415
453286,R,CH,Changeup,82.1,1691,-1.5334,0.1605,-3.4881,5.0845,5.918,-0.9217,2.3733,8.6463,-119.2305,0.1237,-16.0666,22.9541,-30.9274
453286,R,FF,4-Seam Fastball,95.6,2527,-0.9021,1.1621,-3.5587,4.8213,6.197,-0.6165,2.9926,9.735,-138.8207,-1.7649,-13.7957,31.5101,-17.0735
453286,R,FF,4-Seam Fastball,96.1,2528,-0.8057,1.1817,-3.4337,4.9983,5.846,-0.9256,3.9172,8.3513,-139.6648,0.1043,-12.2264,31.0876,-17.229
453286,R,FC,Cutter,89.1,2366,0.3362,0.6317,-3.7983,4.7615,5.79,-1.9456,2.321,3.8226,-129.6594,-1.2457,2.8978,27.6609,-25.1805
453286,R,FC,Cutter,89.5,2442,0.0784,0.6513,-3.5289,4.9039,6.024,1.275,2.4854,11.5958,-129.8671,-1.3154,-1.3884,25.4111,-24.8133
453286,R,FF,4-Seam Fastball,94.1,2442,-0.8511,1.1681,-3.6754,4.8543,5.979,-1.5861,2.5675,7.23,-136.819,-2.759,-12.1314,29.7201,-17.3104
453286,R,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
453286,R,FF,4-Seam Fastball,93.9,2586,-0.9306,1.0211,-3.5409,4.7796,6.098,-0.9566,3.5469,8.6847,-136.4871,0.2835,-13.3982,28.9294,-19.7721
453286,R,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
453286,R,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
434378,R,FF,4-Seam Fastball,96.2,2687,-0.8911,1.5468,-1.7221,6.7659,5.994,0.664,2.6131,8.2476,-139.5875,-8.8031,-13.3141,30.0365,-10.4708
453286,R,CH,Changeup,83.2,1384,-1.2566,0.1179,-3.4651,4.9483,6.036,-0.3758,2.2356,9.4462,-120.7657,-0.0023,-13.9392,22.0382,-31.2436
434378,R,FF,4-Seam Fastball,96.4,2734,-0.9373,1.673,-1.7918,6.6875,6.128,0.787,2.3999,8.9097,-139.9213,-9.543,-14.1388,29.1641,-8.4717
453286,R,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
434378,R,FF,4-Seam Fastball,96.1,2697,-0.9435,1.6029,-1.8395,6.7146,5.753,-0.1007,3.466,6.6166,-139.6667,-6.4989,-13.5577,30.1997,-10.4017
453286,R,FF,4-Seam Fastball,94.4,2471,-1.2042,0.9996,-3.6034,4.93,6.049,-0.1503,1.4042,11.5404,-136.9209,-5.6158,-17.4944,29.4317,-18.7289
434378,R,FF,4-Seam Fastball,95.1,2537,-1.02,1.5306,-1.8973,6.7753,5.745,0.3242,2.0917,7.9441,-137.9264,-9.8506,-14.4471,28.2888,-11.1469
453286,R,SL,Slider,85.8,2429,0.2475,-0.0488,-3.3675,5.1299,5.867,0.7986,1.6001,9.275,-124.6826,-2.0275,0.9056,22.2223,-32.5298
434378,R,CU,Curveball,80.1,2850,0.5071,-1.0585,-2.0938,6.5991,5.767,1.0216,0.5994,5.8753,-116.3997,-4.5032,3.3705,22.5027,-40.962
453286,R,SL,Slider,85,2593,0.0969,0.0607,-3.4216,5.1947,5.757,0.6809,1.4008,9.3078,-123.4296,-2.6343,-0.8859,24.6091,-31.2864
453286,R,FF,4-Seam Fastball,93.8,2470,-0.9605,1.1992,-3.511,5.006,5.985,0.4983,1.9033,12.3359,-135.9148,-4.7904,-14.5384,31.1486,-16.6988
434378,R,SL,Slider,86.2,2775,0.2704,0.1478,-2.2102,6.4984,5.828,0.3721,1.0766,5.5436,-125.3193,-6.8894,1.7171,24.563,-29.5255
453286,R,SL,Slider,84.7,2403,0.1946,0.2859,-3.5842,5.0776,5.955,-0.0042,1.142,7.9131,-123.0669,-3.3794,0.4167,23.8912,-28.8782
434378,R,SL,Slider,84.1,2701,0.1363,-0.0114,-2.2664,6.5999,5.686,-0.3437,1.9082,4.151,-122.502,-4.5343,0.6635,20.426,-31.7418
434378,R,CU,Curveball,77.6,2830,0.8354,-0.9224,-2.2431,6.5692,5.894,0.435,1.332,4.1926,-112.8573,-2.5822,6.2318,21.0253,-39.6798
434378,R,CU,Curveball,76.8,2725,1.006,-0.8849,-2.2459,6.6445,5.037,-0.5461,3.3437,1.8196,-111.5403,1.5063,7.6897,20.2538,-39.7872
434378,R,SL,Slider,86.2,2615,0.2374,0.063,-2.2624,6.6055,5.697,0.1278,1.4832,5.1507,-125.409,-6.0797,1.5739,21.8836,-30.6716
434378,R,CU,Curveball,77.9,2684,0.7312,-0.6783,-2.2022,6.6027,4.898,-0.815,2.0707,1.6667,-113.3367,-1.6972,5.7583,18.7501,-37.7529
434378,R,SL,Slider,84.3,2656,0.4321,-0.1036,-2.3666,6.5437,5.515,-0.0942,2.3636,4.3835,-122.626,-3.1364,3.4378,22.8005,-32.8525
434378,R,FF,4-Seam Fastball,94.3,2545,-0.8944,1.4882,-1.9338,6.7921,6.144,0.0228,3.8905,7.029,-137.089,-5.1177,-12.7161,29.0151,-12.6242
434378,R,SL,Slider,83.7,2729,0.3897,0.0824,-2.2725,6.5443,5.483,-0.2529,2.3574,3.861,-121.8632,-3.4567,3.1625,20.3645,-31.012
434378,R,CU,Curveball,78.8,2884,0.9797,-0.9781,-2.103,6.6611,4.758,-0.231,1.3446,2.2791,-114.4278,-2.848,7.6179,23.453,-39.9919
434378,R,CU,Curveball,77.4,2847,0.8043,-1.0854,-2.2269,6.5995,5.057,-0.7512,1.5275,1.7096,-112.5305,-1.925,6.1919,21.2851,-40.8961
434378,R,CU,Curveball,76.7,2798,0.957,-1.213,-2.1627,6.6192,4.539,-0.2798,1.3699,2.2817,-111.3228,-1.9068,6.9872,21.7379,-41.5575
453286,R,FF,4-Seam Fastball,95.5,2537,-1.1266,1.1334,-3.5289,4.7931,6.318,0.0846,2.0808,12.0068,-138.4538,-3.9777,-17.2392,32.6585,-16.9702
453286,R,FF,4-Seam Fastball,92.9,2475,-1.0639,0.9351,-3.5831,4.9048,5.91,0.6867,1.751,13.0681,-134.5602,-4.1991,-15.5859,29.5869,-20.3183
453286,R,FF,4-Seam Fastball,95.3,2533,-1.1549,1.0528,-3.4568,4.9566,6.162,-0.1833,1.5211,11.1087,-138.2038,-5.6514,-17.2076,31.5359,-17.7394
453286,R,FF,4-Seam Fastball,94.4,2554,-1.2224,0.9266,-3.5372,4.8575,6.249,-0.0843,1.4441,11.6398,-136.8536,-5.1634,-17.9082,31.0334,-19.6551
453286,R,CU,Curveball,79.5,NA,0.6886,-0.1269,-3.3064,5.3988,5.702,1.2973,1.0512,8.7071,-115.3486,-2.4802,4.417,21.1725,-33.0718
453286,R,SL,Slider,83.4,2659,0.6592,-0.1519,-3.3016,5.2238,5.8,0.8023,2.5978,8.0748,-121.122,0.6944,4.8315,23.1451,-34.013
453286,R,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
453286,R,FF,4-Seam Fastball,95.3,2602,-0.8285,1.2417,-3.5749,4.8418,5.885,1.2375,2.0828,14.2726,-137.8252,-4.1715,-13.8113,33.841,-15.9668
453286,R,CH,Changeup,86.2,1890,-1.3962,0.2983,-3.507,4.9304,6.043,-0.4795,2.8523,9.917,-125.0114,0.7585,-16.5239,26.4357,-29.4944
434378,R,SL,Slider,86.2,2714,0.2476,0.0368,-2.1937,6.61,5.95,0.369,1.0387,5.5534,-125.3193,-7.0707,1.5628,23.1355,-30.6987
453286,R,CH,Changeup,84.9,1597,-1.3239,0.3555,-3.4117,5.075,6.093,-0.8741,3.0036,8.5083,-123.2419,0.8126,-15.0725,25.0272,-28.9887
453286,R,FF,4-Seam Fastball,95.8,2566,-0.9433,1.3329,-3.517,4.7848,6.22,0.8362,2.8664,13.5312,-138.7302,-2.3434,-15.3139,33.4613,-14.8209
434378,R,SL,Slider,86.6,2702,0.2449,0.1233,-2.362,6.5391,5.642,0.4821,2.0512,6.2272,-126.0211,-4.7773,1.4595,22.4382,-30.2505
453286,R,CH,Changeup,84.4,1619,-1.2201,0.2036,-3.4291,5.1082,5.864,0.7209,0.3909,11.8739,-122.1601,-4.9002,-14.2927,23.1527,-29.467
434378,R,SL,Slider,86.6,2655,0.2038,0.2749,-2.4165,6.5291,5.921,0.6537,0.9076,6.8654,-125.8935,-7.782,0.9664,21.8357,-28.1165
453286,R,FF,4-Seam Fastball,93.9,2573,-1.1409,1.3496,-3.48,5.1441,5.948,0.3857,2.9941,12.3559,-136.0208,-2.6739,-16.7758,31.6779,-15.3607
434378,R,CU,Curveball,77.6,2705,0.6827,-1.1634,-2.1287,6.6835,5.239,-0.6734,1.6554,1.8784,-112.8523,-1.7886,5.2976,19.8173,-41.7122
453286,R,SL,Slider,85.1,2622,0.1678,0.1546,-3.5658,5.0915,5.847,1.1644,1.8451,10.642,-123.4486,-1.5676,-0.3839,24.041,-30.5484
